epoch,train_loss
1,0.48242120480867406
2,0.3837057434563818
3,0.3485657244817608
4,0.3397091538951471
5,0.32162768989285795
6,0.3231763088991898
7,0.29283149787917684
8,0.2877178863722148
9,0.27633482532311476
10,0.2690304542753111
