epoch,train_fps
1,18.397647288148896
2,16.33288935274066
3,18.099800555286496
4,18.36973859982256
5,18.444445206102667
6,18.248896901426125
7,18.414951705209
8,18.31248749084062
9,18.380742359679566
10,18.380055200870192
