epoch,train_mPA
1,0.7597604575454158
2,0.8377566686138562
3,0.853118902465464
4,0.8562754165755011
5,0.8639447225006394
6,0.866485112472389
7,0.8677006953727828
8,0.8658773237033699
9,0.8706426026499395
10,0.8750663900870352
